	ArticleNo	RawParagraph	Prediction
1560	15.0	"(3) Τον καθορισμό των εκπαιδευτικών βοηθημάτων, 
με τις αντίστοιχες ενότητες."	Irrelevant
1561	15.0	(4) Τον καθορισμό της μεθόδου εκπαίδευσης.	Irrelevant
1562	15.0	(5) Τον τρόπο προετοιμασίας των σπουδαστών.	Irrelevant
1563	15.0	(6) Τον τρόπο εξέτασης των σπουδαστών.	Irrelevant
1564	15.0	β. Τη σύνταξη των αναλυτικών και εβδομαδιαίων προγραμμάτων για τα μαθήματά τους.	Org
1565	15.0	γ. Τον έλεγχο διεξαγωγής των μαθημάτων αρμοδιότητάς των.	Org
1566	15.0	"δ. Την παρακολούθηση της επίδοσης των σπουδαστών, με επισκέψεις στους χώρους διεξαγωγής της 
εκπαίδευσης."	Org
1567	15.0	ε. Την υποβολή των προφορικών βαθμολογιών.	Org
1568	15.0	"στ. Την υποβολή των θεμάτων των τελικών γραπτών 
εξετάσεων με την ολοκλήρωση της διδασκαλίας του 
κάθε μαθήματος."	Org
1569	15.0	"ζ. Τη συνεχή παρακολούθηση της απόδοσης και την 
αξιολόγηση των εκπαιδευτών καθηγητών, καθώς και 
την αξιολόγηση των διδασκομένων μαθημάτων, στο 
τέλος κάθε ακαδημαϊκού έτους."	Org
1570	15.0	"η. Την παρακολούθηση της καλής κατάστασης των 
πάσης φύσεως εκπαιδευτικών εγκαταστάσεων και αιθουσών εκπαίδευσης."	Org
1571	15.0	θ. Τον απολογισμό εκπαίδευσης και την υποβολή προτάσεων για τη βελτίωση της εκπαίδευσης.	Org
1572	15.0	"ι. Τη διεξαγωγή των προκαταρκτικών εξετάσεων για 
την επιλογή σπουδαστών –τριών για το 1ο έτος, σύμφωνα με την εγκύκλιο διαταγή που εκδίδεται κάθε έτος 
από το ΓΕΕΘΑ."	Org
1573	15.0	"ια. Τη σύνταξη μελετών που αφορούν στη βελτίωση 
της εκπαίδευσης των σπουδαστών."	Org
1574	15.0	"ιβ. Ειδικότερα και πλέον των παραπάνω, το τμήμα 
της τεχνικής εκπαίδευσης, ευθύνεται για τη συντήρηση, διατήρηση σε καλή κατάσταση και λειτουργία των 
εργαστηρίων και για άλλα τεχνικά θέματα της αρμοδιότητάς του."	Org
1575	15.0	"3. Για την εκτέλεση των καθηκόντων τους τηρούν 
ξεχωριστά για κάθε μάθημα της αρμοδιότητας τους 
αρχείο με:"	Org
1576	15.0	α. Τα φυλλάδια συγγράμματα.	Org
1577	15.0	"β. Τα σχετικά έντυπα και ηλεκτρονικά εκπαιδευτικά 
γ. Τα προβλεπόμενα φύλλα διδασκαλίας, ελέγχου και 
βοηθήματα."	Org
1578	15.0	λοιπά έντυπα.	Irrelevant
1579	15.0	δ. Φάκελο με τους απολογισμούς εκπαίδευσης.	Org
1580	15.0	ε. Οτιδήποτε άλλο κατά την κρίση τους.	Org
1581	16.0	"Τμήμα Ακαδημαϊκής Εκπαίδευσης
Τμηματάρχης
1. Καθήκοντα τμηματάρχου ακαδημαϊκής εκπαιδεύσεως ανατίθενται σε ανώτερο αξιωματικό, εκ των υπηρετούντων στη σχολή."	Org
1582	16.0	2. Είναι υπεύθυνος για τα παρακάτω μαθήματα:	Org
1583	16.0	α. Πληροφορική.	Org
1584	16.0	β. Αγγλικά.	Org
1585	16.0	γ. Ψυχολογία.	Org
1586	16.0	δ. Κοινωνιολογία.	Org
1587	16.0	"ε. Στοιχεία Συνταγματικού – Διεθνούς Δικαίου (Οργάνωση και Λειτουργία της Πολιτείας, Οργάνωση της 
Διεθνούς Κοινωνίας – Δίκαιο του Πολέμου – Συνθήκη 
της Γενεύ"	Org
1588	16.0	ης)	Irrelevant
1589	16.0	στ. Οργάνωση – Διοίκηση, Μάνατζμεντ.	Org
1590	16.0	"ζ. Επικοινωνία – Μέσα Μαζικής Ενημέρωσης (ΜΜΕ) 
Εθιμοτυπία."	Org
1591	16.0	"λάδος. 
σπουδών για:"	Irrelevant
1592	16.0	η. Ελληνική Λογοτεχνία.	Irrelevant
1593	16.0	θ. Πολιτική Ιστορία των Νεωτέρων Χρόνων της Ελι. Ανώτερα Μαθηματικά.	Irrelevant
1594	16.0	"3. Είναι αποκλειστικά υπεύθυνος έναντι του διευθυντή 
α. Τη σύνταξη, αναθεώρηση και βελτίωση όλων των συγγραμμάτων εκπαίδευσης της σχολής, καθώς και του φύλλου 
διδασκαλίας μαθήματος για κάθε μάθημα της αρμοδιότητάς του, σε συνεργασία με τους αντίστοιχους εκπαιδευτές 
καθηγητές των μαθημάτων, το οποίο περιλαμβάνει:"	Org
1595	16.0	(1) Τον ειδικό αντικειμενικό σκοπό.	Irrelevant
1596	16.0	"(2) Τη διδακτέα ύλη και τα αντικείμενα ανά μάθημα 
και εξάμηνο."	Irrelevant
1597	16.0	ιδ. Επιστράτευση – Στρατολογία.	Org
1598	16.0	ιε. Ψυχολογικές Επιχειρήσεις (ΨΕ).	Org
1599	16.0	"ιστ. Στρατιωτικό Λογιστικό – Στοιχεία Πολιτικής Οι(3) Τον καθορισμό των εκπαιδευτικών βοηθημάτων, 
κονομίας."	Org
1600	17.0	"Τμήμα Στρατιωτικής Εκπαίδευσης
Τμηματάρχης
1. Καθήκοντα τμηματάρχου στρατιωτικής εκπαίδευσης 
ανατίθενται σε ανώτερο αξιωματικό, εκ των υπηρετούντων στη σχολή."	Org
1601	17.0	"2. Είναι υπεύθυνος για τη διδασκαλία των παρακάτω 
μαθημάτων:"	Org
1602	17.0	"α. Γενικός Κανονισμός Υπηρεσίας στο Στρατό (ΣΚ 
20−1) – Εγκόλπιο Σπουδαστή."	Org
1603	17.0	β. Στρατιωτική Ιστορία – Στρατιωτική Γεωγραφία.	Org
1604	17.0	γ. Βασική Στρατιωτική Εκπαίδευση.	Org
1605	17.0	δ. Προκεχωρημένη Στρατιωτική Εκπαίδευση.	Org
1606	17.0	ε. Υγιεινή – Α΄ Βοήθειες.	Org
1607	17.0	"στ. Ατομικός – Ραδιολογικός – Βιολογικός – Χημικός 
βοηθήματα."	Org
1608	17.0	λοιπά έντυπα.	Irrelevant
1609	17.0	"Πόλεμος.
ζ. Επιτελικά."	Irrelevant
1610	17.0	"η. Στρατιωτικός Ποινικός Κώδικας (ΣΠΚ) – Νόμος περί 
ιεραρχίας και προαγωγών των μονίμων υπαξιωματικών."	Org
1611	17.0	θ. Στρατιωτική Αλληλογραφία.	Org
1612	17.0	ι. Μέθοδοι Εκπαιδεύσεως.	Org
1613	17.0	ια. Αυτοκίνητο.	Org
1614	17.0	ιβ. Φυσική (Βλητική).	Org
1615	17.0	ιγ. Ηγεσία.	Org
1616	17.0	με τις αντίστοιχες ενότητες.	Irrelevant
1617	17.0	(4) Τον καθορισμό της μεθόδου εκπαίδευσης.	Irrelevant
1618	17.0	(5) Τον τρόπο προετοιμασίας των σπουδαστών.	Irrelevant
1619	17.0	(6) Τον τρόπο εξέτασης των σπουδαστών.	Irrelevant
1620	17.0	"β. Την παρακολούθηση της επίδοσης των σπουδαστών, με επισκέψεις στους χώρους διεξαγωγής της 
εκπαίδευσης."	Org
1621	17.0	γ. Την υποβολή των προφορικών βαθμολογιών.	Org
1622	17.0	"δ. Την υποβολή των θεμάτων των τελικών γραπτών 
εξετάσεων, με την ολοκλήρωση της διδασκαλίας του 
κάθε μαθήματος."	Org
1623	17.0	"ε. Τη συνεχή παρακολούθηση της απόδοσης και την 
αξιολόγηση των εκπαιδευτών καθηγητών, καθώς και 
την αξιολόγηση των διδασκομένων μαθημάτων, στο 
τέλος κάθε ακαδημαϊκού έτους."	Org
1624	17.0	"στ. Την παρακολούθηση της καλής κατάστασης των 
πάσης φύσεως εκπαιδευτικών εγκαταστάσεων και αιθουσών εκπαίδευσης."	Org
