"idx"	"ArticleNo"	"RawParagraph"	"Prediction"
121	5.0	"η. Η συνεργασία με το ΥΠ.ΕΣ.Δ.Δ.Α. αλλά και αντίστοιχους φορείς στην Ελλάδα και στο εξωτερικό για την 
ανταλλαγή σχετικών πληροφοριών, στοιχείων, τεχνογνωσίας και την αμοιβαία συνδρομή για τη βελτίωση 
της πρόσβασης των ατόμων με αναπηρίες στα εκπαιδευτικά προγράμματα του Ε.Κ.Δ.Δ.Α. με τη χρήση κάθε 
πρόσφορου μέσου."	Org
122	6.0	"Διεύθυνση Οικονομικού
1. Στη Διεύθυνση Οικονομικού ανήκουν οι αρμοδιότητες που έχουν σχέση με την υποστήριξη της οικονομικής 
διαχείρισης του Ε.Κ.Δ.Δ.Α., όπως ειδικότερα αναλύονται 
στις αρμοδιότητες των Τμημάτων που τη συγκροτούν 
και τα οποία είναι:"	Org
123	6.0	α. Τμήμα Εκκαθαρίσεων και Πληρωμών.	Org
124	6.0	β. Τμήμα Προϋπολογισμού.	Org
125	6.0	γ. Τμήμα Προμηθειών.	Org
126	6.0	"2. Αρμοδιότητες του Τμήματος Εκκαθαρίσεων και 
Πληρωμών."	Org
127	6.0	"Στην αρμοδιότητα του Τμήματος Εκκαθαρίσεων και 
Πληρωμών υπάγεται η εκκαθάριση, η ενταλματοποίηση και η πληρωμή των πάσης φύσεως δαπανών του 
Ε.Κ.Δ.Δ.Α."	RespA
128	6.0	"Ειδικότερα, στις αρμοδιότητες του εν λόγω Τμήματος 
περιλαμβάνονται:"	RespA
129	6.0	"α. Η εκκαθάριση, η έκδοση ενταλμάτων πληρωμής και 
πληρωμή των πάσης φύσης μισθοδοσιών (προσωπικού 
του Ε.Κ.Δ.Δ.Α. και σπουδαστών της Ε.Σ.Δ.Δ. και της ΕΣΤΑ) 
και αποζημιώσεων (μελών Δ.Σ. του Ε.Κ.Δ.Δ.Α., κύριου και 
βοηθητικού διδακτικού προσωπικού του Ε.Κ.Δ.Δ.Α., μελών Επιστημονικού – Εκπαιδευτικού Συμβουλίου, μελών 
Κεντρικής Επιτροπής Εξετάσεων κ"	RespA
130	6.0	λπ) οι οποίες εγκρίνονται από τα αρμόδια όργανα του Ε.Κ.Δ.Δ.Α.	RespA
131	6.0	"β. Η εκκαθάριση, η έκδοση ενταλμάτων πληρωμής 
και πληρωμή των πάσης φύσεως προμηθειών αγαθών, 
υπηρεσιών και λοιπών εξόδων που εγκρίνονται από τα 
αρμόδια όργανα του Ε.Κ.Δ.Δ.Α."	RespA
132	6.0	"γ. Η απόδοση των κρατήσεων υπέρ τρίτων, βάσει 
των σχετικών καταστάσεων του Τμήματος Προϋπολογισμού."	RespA
133	6.0	"δ. Η μέριμνα για την απόδοση των κρατήσεων εντός 
των προθεσμιών που προβλέπει ο νόμος, καθώς και η 
αποστολή στα ασφαλιστικά ταμεία αντιγράφων των 
μισθοδοτικών και λοιπών καταστάσεων, για τις οποίες έχει πραγματοποιηθεί η καταβολή των υπέρ αυτών 
κρατήσεων."	RespA
134	6.0	"ε. Η έκδοση βεβαιώσεων καταβληθεισών αποδοχών και 
αποζημιώσεων για οποιαδήποτε νόμιμη χρήση."	RespA
135	6.0	"στ. Η μέριμνα και αποστολή στην αρμόδια Δ.Ο.Υ., της 
ετήσιας Δήλωσης Παρακράτησης και Απόδοσης Φόρου 
Εισοδήματος."	RespA
136	6.0	ζ. Η φύλαξη των επιταγών των λογαριασμών του Ε.Κ.Δ.Δ.Α.	RespA
137	6.0	οι οποίες τηρούνται στην Τράπεζα της Ελλάδος.	Irrelevant
138	6.0	η. Η ενημέρωση των αρμοδίων οργάνων του Ε.Κ.Δ.Δ.Α.	Org
139	6.0	"σχετικά με το τρέχον υπόλοιπο κάθε λογαριασμού του 
Ε.Κ.Δ.Δ.Α. ο οποίος τηρείται στην Τράπεζα της Ελλάδος."	RespA
140	6.0	"θ. Η είσπραξη επιταγών, για την καταβολή, μέσω τραπέζης, των πάσης φύσεως αποζημιώσεων στους δικαιούχους, καθώς και η μέριμνα για την διασφάλιση αξιών 
και ενσήμων."	Org
141	6.0	"ι. Η φύλαξη και αρχειοθέτηση των χρηματικών ενταλμάτων πληρωμής και όλων των παραστατικών, βάσει 
των οποίων πραγματοποιούνται οι πληρωμές και οι 
εισπράξεις."	Org
142	6.0	"ια. Η ευθύνη συσχέτισης, στο Ολοκληρωμένο Πληροφοριακό Σύστημα του ΕΚΔΔΑ, των επιλέξιμων άμεσων 
και εμμέσων δαπανών των Πράξεων που υλοποιούνται 
από το Κέντρο και εξοφλούνται με ευθύνη εκκαθάρισης από το ανωτέρω Τμήμα, σύμφωνα με το Σύστημα 
Διαχείρισης των Πράξεων που έχει υιοθετηθεί από το 
ΕΚΔΔΑ."	Org
143	6.0	"ιβ. Η τήρηση αρχείου εισερχομένων – εξερχομένων 
εγγράφων."	Org
144	6.0	"3. Αρμοδιότητες του Τμήματος Προϋπολογισμού
Στην αρμοδιότητα του Τμήματος Προϋπολογισμού 
υπάγεται η κατάρτιση και η παρακολούθηση εκτέλεσης 
του Οικονομικού Προϋπολογισμού του Ε.Κ.Δ.Δ.Α., η κατάρτιση του Οικονομικού Απολογισμού του Ε.Κ.Δ.Δ.Α., 
καθώς και η τήρηση των προβλεπόμενων από την κείμενη νομοθεσία λογιστικών βιβλίων."	Org
145	6.0	"Ειδικότερα, στις αρμοδιότητες του Τμήματος αυτού 
περιλαμβάνονται:"	RespA
146	6.0	"α. Η κατάρτιση του ετήσιου οικονομικού προϋπολογισμού του Ε.Κ.Δ.Δ.Α., προκειμένου να υποβληθεί στο 
Δ.Σ. του Κέντρου για έγκριση και η μέριμνα για την 
διαβίβασή του στο Υπουργείο Εσωτερικών, Δημόσιας 
Διοίκησης και Αποκέντρωσης, προκειμένου να εγκριθεί 
από τον Υπουργό ΕΣ.Δ.Δ.Α. και τον Υπουργό Οικονομίας 
και Οικονομικών."	Org
147	6.0	"β. Η παρακολούθηση της εκτέλεσης του ετήσιου οικονομικού προϋπολογισμού του Ε.Κ.Δ.Δ.Α. και η εισήγηση 
προς το Δ.Σ. του Ε.Κ.Δ.Δ.Α. τυχόν αναγκαίων αναμορφώσεων."	Org
148	6.0	"γ. Η παρακολούθηση του οικονομικού αντικειμένου των 
χρηματοδοτικών προγραμμάτων στο πλαίσιο του Κοινοτικού Πλαισίου Στήριξης ή άλλων πρωτοβουλιών που 
αναλαμβάνει και υλοποιεί το Ε.Κ.Δ.Δ.Α. σε συνεργασία με 
την Διεύθυνση Προγραμματισμού και Ανάπτυξης."	Org
149	6.0	"δ. Η διαχείριση των οικονομικών στοιχείων (προκαταβολές, αποπληρωμές) φορέων του Δημοσίου που χρηματοδοτούν επιμορφωτικές δράσεις των εκπαιδευτικών μονάδων του Ε.Κ.Δ.Δ.Α., και ιδιαιτέρως αυτές που 
εντάσσονται στον Τομέα Εισαγωγικής Εκπαίδευσης του 
ΙΝ.ΕΠ., συμπεριλαμβανομένης της αποστολής απολογιστικών στοιχείων στους ενδιαφερόμενους φορείς της 
Δημόσιας Διοίκησης."	Org
150	6.0	"ε. Η κατάρτιση του ετήσιου οικονομικού απολογισμού 
του Ε.Κ.Δ.Δ.Α., προκειμένου αυτός να υποβληθεί στο 
Δ.Σ. του Κέντρου για έγκριση και η μέριμνα για την 
διαβίβασή του στο Υπουργείο Εσωτερικών, Δημόσιας 
Διοίκησης και Αποκέντρωσης, προκειμένου να εγκριθεί 
από τον Υπουργό ΕΣ.Δ.Δ.Α. και τον Υπουργό Οικονομίας 
και Οικονομικών."	Org
151	6.0	"στ. Η καταχώρηση οιασδήποτε αναγκαίας λογιστικής 
εγγραφής που αφορά τόσο το σκέλος των εξόδων όσο 
και το σκέλος των εσόδων για την τήρηση των λογιστικών βιβλίων του Κέντρου."	Org
152	6.0	"ζ. Η σύνταξη καταστάσεων απόδοσης κρατήσεων υπέρ 
τρίτων από εξοφλημένα Χρηματικά Εντάλματα Πληρωμής και η διαβίβασή τους στο Τμήμα Εκκαθαρίσεων και 
Πληρωμών."	Org
153	6.0	η. Η ενημέρωση των αρμοδίων οργάνων του Ε.Κ.Δ.Δ.Α.	Org
154	6.0	"σχετικά με τα θέματα εκτέλεσης του Προϋπολογισμού 
και των χρηματοδοτικών προγραμμάτων του Κέντρου."	RespA
155	6.0	"θ. Η αρχειοθέτηση των Χρηματικών Ενταλμάτων 
Πληρωμής και όλων των λοιπών παραστατικών που 
συνοδεύουν τους φακέλους εσόδων και εξόδων και η 
αποστολή τους στο Ελεγκτικό Συνέδριο για τον προβλεπόμενο έλεγχο."	Org
156	6.0	"ι. Η τήρηση αρχείου εισερχομένων – εξερχομένων 
εγγράφων."	Org
157	6.0	"4. Αρμοδιότητες του Τμήματος Προμηθειών
Στην αρμοδιότητα του Τμήματος Προμηθειών υπάγεται η ευθύνη της κατάρτισης και υλοποίησης του 
προγράμματος προμηθειών του Ε.Κ.Δ.Δ.Α., όπως αυτό 
εγκρίνεται από τα αρμόδια όργανα."	Org
